Subsystem,Signal / Tag Name,Description,OPC-UA Node Address,Data Type,Eng Units,Signal Source,Scaling / Derivation,Sensor Span Min,Sensor Span Max,Nominal Value,Desired Range Min,Desired Range Max,Low Interlock (Trip),Low-Low,Low,High,High-High,High Interlock (Trip),Alarm Deadband / Hysteresis,Alarm On-Delay (s),Interlock Action,DCS Access,Historize?,Min Historization Rate (ms),Poll / Scan Rate (ms),Notes,Control Owner
RPU,LastFault,Most recent RPU fault detail.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.LastFault,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only; RPU owns safety-critical AFE sequencing | INSTANCE=one per DAPHNE board | SOURCE=SlowControlStatusResponse.RpuStatus / RPU wire status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Control-path fault | INTERLOCK=Context | CONTROL_OWNER=Slow Controls,Slow Controls
RPU,AbiVersion,RPU wire ABI version accepted by the Linux board service.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.AbiVersion,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; RPU owns safety-critical AFE sequencing | INSTANCE=one per DAPHNE board | SOURCE=SlowControlStatusResponse.RpuStatus / RPU wire status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Control-path fault | INTERLOCK=Context | CONTROL_OWNER=Slow Controls,Slow Controls
RPU,InterlockReady,RPU-side voltage/current/temperature/communication preconditions allow AFE writes.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.InterlockReady,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; RPU owns safety-critical AFE sequencing | INSTANCE=one per DAPHNE board | SOURCE=SlowControlStatusResponse.RpuStatus / RPU wire status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Control-path fault | INTERLOCK=Yes | CONTROL_OWNER=Slow Controls,Slow Controls
RPU,FaultCode,Structured current RPU fault bitmap/code.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.FaultCode,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; RPU owns safety-critical AFE sequencing | INSTANCE=one per DAPHNE board | SOURCE=SlowControlStatusResponse.RpuStatus / RPU wire status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Control-path fault | INTERLOCK=Yes | CONTROL_OWNER=Slow Controls,Slow Controls
RPU,CommandQueueDepth,Bounded RPU command queue occupancy.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.CommandQueueDepth,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; RPU owns safety-critical AFE sequencing | INSTANCE=one per DAPHNE board | SOURCE=SlowControlStatusResponse.RpuStatus / RPU wire status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Control-path fault | INTERLOCK=Context | CONTROL_OWNER=Slow Controls,Slow Controls
RPU,LastReplySequence,Sequence number of the most recent completed RPU command.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.LastReplySequence,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; RPU owns safety-critical AFE sequencing | INSTANCE=one per DAPHNE board | SOURCE=SlowControlStatusResponse.RpuStatus / RPU wire status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Control-path fault | INTERLOCK=Context | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Bus,Present,Linux I2C adapter device node exists.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Present,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only; one serialized hardware owner | INSTANCE=per I2C bus; expected buses 1 and 2 | SOURCE=SlowControlStatusResponse.I2CBusStatus plus required metrics | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Bus,Path,Linux I2C adapter path.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Path,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only; one serialized hardware owner | INSTANCE=per I2C bus; expected buses 1 and 2 | SOURCE=SlowControlStatusResponse.I2CBusStatus plus required metrics | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Bus,Functional,A bounded non-disruptive health transaction succeeds.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Functional,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized hardware owner | INSTANCE=per I2C bus; expected buses 1 and 2 | SOURCE=SlowControlStatusResponse.I2CBusStatus plus required metrics | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Bus,Owner,Process/RPU component currently serializing access.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Owner,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized hardware owner | INSTANCE=per I2C bus; expected buses 1 and 2 | SOURCE=SlowControlStatusResponse.I2CBusStatus plus required metrics | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Bus,Busy,A serialized I2C transaction is in progress.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Busy,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized hardware owner | INSTANCE=per I2C bus; expected buses 1 and 2 | SOURCE=SlowControlStatusResponse.I2CBusStatus plus required metrics | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Bus,LastSuccess,Time of the last successful health transaction.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.LastSuccess,DateTime,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized hardware owner | INSTANCE=per I2C bus; expected buses 1 and 2 | SOURCE=SlowControlStatusResponse.I2CBusStatus plus required metrics | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Bus,ErrorCount,Cumulative transaction errors for this boot.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.ErrorCount,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized hardware owner | INSTANCE=per I2C bus; expected buses 1 and 2 | SOURCE=SlowControlStatusResponse.I2CBusStatus plus required metrics | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Bus,TimeoutCount,Cumulative transaction timeouts for this boot.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.TimeoutCount,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized hardware owner | INSTANCE=per I2C bus; expected buses 1 and 2 | SOURCE=SlowControlStatusResponse.I2CBusStatus plus required metrics | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Bus,RecoveryCount,Cumulative bus recoveries for this boot.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.RecoveryCount,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized hardware owner | INSTANCE=per I2C bus; expected buses 1 and 2 | SOURCE=SlowControlStatusResponse.I2CBusStatus plus required metrics | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Device,Name,Stable device name.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.Name,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,10000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only | INSTANCE=per expected and discovered I2C device; see Instance Sets | SOURCE=SlowControlStatusResponse.I2CDeviceStatus / device driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C device fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Device,Present,Expected I2C address responds/is registered.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.Present,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,10000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only | INSTANCE=per expected and discovered I2C device; see Instance Sets | SOURCE=SlowControlStatusResponse.I2CDeviceStatus / device driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C device fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Device,Driver,Bound Linux driver or board-service driver.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.Driver,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,10000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=per expected and discovered I2C device; see Instance Sets | SOURCE=SlowControlStatusResponse.I2CDeviceStatus / device driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C device fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Device,Status,Bounded device-specific health detail.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.Status,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,10000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only | INSTANCE=per expected and discovered I2C device; see Instance Sets | SOURCE=SlowControlStatusResponse.I2CDeviceStatus / device driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C device fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Device,LastSuccess,Time of the last successful device transaction.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.LastSuccess,DateTime,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,10000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=per expected and discovered I2C device; see Instance Sets | SOURCE=SlowControlStatusResponse.I2CDeviceStatus / device driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C device fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
I2C Device,ErrorCount,Cumulative device transaction errors for this boot.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.ErrorCount,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,10000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=per expected and discovered I2C device; see Instance Sets | SOURCE=SlowControlStatusResponse.I2CDeviceStatus / device driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=I2C device fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
SPI,Present,PL SPI device and /dev/spidev3.0 are present.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.SPI.{Device}.Present,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=LOCAL READABLE | AUTHORITY=Read-only; one serialized owner | INSTANCE=per SPI device; baseline current monitor | SOURCE=preflight /dev/spidev3.0 and current-monitor driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=SPI health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
SPI,Functional,Bounded current-monitor SPI identity/read transaction succeeds.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.SPI.{Device}.Functional,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized owner | INSTANCE=per SPI device; baseline current monitor | SOURCE=preflight /dev/spidev3.0 and current-monitor driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=SPI health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
SPI,Owner,Component currently serializing SPI access.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.SPI.{Device}.Owner,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized owner | INSTANCE=per SPI device; baseline current monitor | SOURCE=preflight /dev/spidev3.0 and current-monitor driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=SPI health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
SPI,ErrorCount,Cumulative SPI transaction errors.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.SPI.{Device}.ErrorCount,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized owner | INSTANCE=per SPI device; baseline current monitor | SOURCE=preflight /dev/spidev3.0 and current-monitor driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=SPI health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
SPI,LastSuccess,Time of the last successful SPI transaction.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.SPI.{Device}.LastSuccess,DateTime,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; one serialized owner | INSTANCE=per SPI device; baseline current monitor | SOURCE=preflight /dev/spidev3.0 and current-monitor driver | EXPOSURE=Baseline DCS | STATES=All states | ALARM=SPI health | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls,Slow Controls
Board Rails,3V3PDSVoltage,Measured 3V3PDS board rail voltage.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.3V3PDS.Voltage,Double,V,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,1000,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=ADS7138 0x10/0x17 cached monitor; GeneralInfo exposes a subset | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Board Rails,3V3PDSStatus,Quality/fault state for the 3V3PDS board rail.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.3V3PDS.Status,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=required typed rail status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Board Rails,1V8PDSVoltage,Measured 1V8PDS board rail voltage.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.1V8PDS.Voltage,Double,V,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,1000,1000,STATUS=LOCAL READABLE | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=ADS7138 0x10/0x17 cached monitor; GeneralInfo exposes a subset | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Board Rails,1V8PDSStatus,Quality/fault state for the 1V8PDS board rail.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.1V8PDS.Status,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=required typed rail status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Board Rails,3V3AVoltage,Measured 3V3A board rail voltage.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.3V3A.Voltage,Double,V,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,1000,1000,STATUS=LOCAL READABLE | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=ADS7138 0x10/0x17 cached monitor; GeneralInfo exposes a subset | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Board Rails,3V3AStatus,Quality/fault state for the 3V3A board rail.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.3V3A.Status,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=required typed rail status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Board Rails,1V8AVoltage,Measured 1V8A board rail voltage.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.1V8A.Voltage,Double,V,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,1000,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=ADS7138 0x10/0x17 cached monitor; GeneralInfo exposes a subset | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Board Rails,1V8AStatus,Quality/fault state for the 1V8A board rail.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.1V8A.Status,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=required typed rail status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Board Rails,Minus5VAVoltage,Measured Minus5VA board rail voltage.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.Minus5VA.Voltage,Double,V,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,1000,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=ADS7138 0x10/0x17 cached monitor; GeneralInfo exposes a subset | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Board Rails,Minus5VAStatus,Quality/fault state for the Minus5VA board rail.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.Minus5VA.Status,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only | INSTANCE=one per DAPHNE board | SOURCE=required typed rail status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
PMBus Regulators,Voltage,Measured regulator output voltage.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.Voltage,Double,V,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only | INSTANCE=per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8 | SOURCE=PJT004A0X43 / Rust PMBus collector | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls",Slow Controls
PMBus Regulators,Current,Measured regulator output current.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.Current,Double,A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only | INSTANCE=per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8 | SOURCE=PJT004A0X43 / Rust PMBus collector | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls",Slow Controls
PMBus Regulators,Power,Measured/derived regulator output power.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.Power,Double,W,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=CURRENT PROTOBUF | AUTHORITY=Read-only | INSTANCE=per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8 | SOURCE=PJT004A0X43 / Rust PMBus collector | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls",Slow Controls
PMBus Regulators,Temperature,Regulator temperature readback.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.Temperature,Double,°C,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,"STATUS=LOCAL READABLE | AUTHORITY=Read-only | INSTANCE=per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8 | SOURCE=PJT004A0X43 / Rust PMBus collector | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Rail fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls",Slow Controls
